rainfall_mm,temperature_c,soil_ph,soil_moisture_pct,fertilizer_kg_per_hectare,irrigation_level_pct,yield_tons_per_hectare
730.3,25.4,7.24,36.3,9.2,25.2,5.9
730.1,38.6,7.1,57.3,58.5,58.8,4.8
997.6,14.1,6.35,48.2,36.7,47.8,5.01
885.0,27.1,5.57,51.5,350.0,59.4,6.02
942.7,36.6,6.91,63.6,158.4,38.5,5.26
1042.0,28.6,5.69,49.8,46.2,25.6,4.99
717.2,31.8,5.89,68.1,350.0,68.5,5.82
646.9,28.5,5.72,58.7,57.7,61.7,5.5
528.7,24.7,6.39,37.1,14.6,59.8,5.2
593.6,16.8,7.44,64.4,64.9,53.8,4.76
1537.3,29.0,6.5,49.0,20.5,72.0,3.13
1111.2,24.1,6.15,39.1,80.9,76.8,6.08
462.2,24.0,5.28,49.2,221.7,34.6,5.46
469.4,25.5,6.94,61.7,123.4,79.9,5.37
920.5,36.7,5.88,51.8,25.5,71.1,5.24
936.8,40.0,6.59,72.3,28.2,61.0,5.05
937.2,29.1,6.22,61.3,5.7,47.4,5.17
736.3,25.7,7.17,52.8,26.9,96.2,6.26
768.6,22.1,6.37,29.6,7.8,83.3,5.25
882.0,30.3,6.45,42.3,55.4,82.5,5.59
821.5,36.9,6.89,46.1,98.6,60.6,5.17
245.2,26.8,8.19,55.4,111.3,73.9,4.71
742.6,16.1,7.21,54.6,4.9,77.7,4.95
587.1,31.4,6.43,47.5,33.2,46.5,5.63
843.8,32.9,6.5,46.8,27.2,44.3,5.33
1546.3,20.1,6.08,55.8,8.8,18.2,2.92
891.9,28.9,5.74,32.1,36.0,39.0,5.82
721.6,30.3,6.06,70.4,28.5,61.4,5.62
1030.5,27.6,5.88,14.3,80.5,45.1,5.67
920.7,24.0,7.02,66.8,171.9,29.6,6.07
905.0,33.1,5.64,44.3,48.5,74.4,6.23
951.7,26.0,7.57,60.0,109.8,61.7,6.05
1314.1,20.6,7.1,50.5,12.6,38.5,4.32
517.3,17.8,6.52,50.2,180.3,35.9,5.37
918.4,34.3,6.5,53.3,13.2,30.2,5.66
568.4,31.1,6.05,57.1,17.1,49.2,5.31
938.9,28.4,6.72,40.1,9.0,82.6,5.69
570.3,25.8,7.37,60.5,29.6,42.6,5.71
695.7,25.4,5.94,28.7,64.3,42.8,5.52
726.2,22.6,5.27,44.9,350.0,52.3,5.62
1044.0,25.8,7.06,57.5,126.1,36.2,5.75
1029.6,17.4,6.76,59.9,38.3,38.0,5.05
488.6,24.3,5.6,51.9,68.6,32.9,5.72
813.7,26.4,5.91,39.1,78.1,38.7,5.01
622.6,31.0,5.81,58.5,138.4,41.0,5.43
485.4,27.8,5.92,35.0,106.7,17.9,5.35
745.7,32.0,6.24,71.3,67.4,52.3,5.34
722.9,34.7,6.29,43.7,88.5,91.5,6.01
1406.7,33.3,5.98,21.9,109.6,64.0,3.93
908.2,30.4,5.89,27.1,11.4,44.0,5.13
455.6,28.1,6.32,45.7,17.9,56.6,5.19
658.8,23.1,6.63,47.1,93.3,35.6,5.32
1055.3,31.7,6.25,74.5,152.0,17.5,5.45
1322.1,36.4,7.43,29.4,42.1,61.4,4.31
403.5,29.7,6.91,45.6,312.5,52.5,5.22
330.0,37.6,5.23,29.1,19.5,13.0,3.74
1267.7,20.4,6.92,37.6,43.1,63.7,4.36
897.4,22.2,6.98,70.3,38.1,85.0,5.46
582.9,32.3,6.15,28.0,213.1,59.5,5.85
933.7,29.3,5.3,53.8,26.9,47.1,5.4
141.1,34.6,6.51,50.9,50.9,74.9,4.21
800.8,27.9,6.49,44.6,16.6,80.4,5.89
882.0,23.7,5.6,52.8,58.9,16.4,5.27
1031.1,26.9,5.34,27.6,155.8,35.4,6.18
546.5,20.3,6.43,69.8,29.0,36.2,4.79
821.4,22.4,6.31,73.9,133.2,64.8,5.75
568.6,32.9,6.17,45.7,193.8,18.5,5.47
863.8,32.4,6.43,81.3,6.1,36.4,5.26
576.2,29.8,5.62,39.0,113.0,62.3,5.38
698.0,19.4,6.15,51.0,23.6,22.6,5.43
551.0,26.2,6.93,66.5,15.4,70.4,5.77
962.8,21.9,6.22,38.1,73.5,21.5,5.98
1014.6,33.9,5.16,24.3,97.8,95.3,5.8
741.3,25.1,6.12,20.8,40.2,9.9,5.19
809.6,22.6,5.64,75.9,3.2,78.2,5.57
437.9,28.1,6.71,37.1,191.5,11.7,5.37
725.1,24.8,6.76,42.2,105.0,67.5,5.37
787.4,35.4,5.17,28.3,25.4,65.8,5.0
1455.2,24.3,7.11,59.2,55.0,32.5,3.93
522.0,21.0,5.61,33.3,2.3,24.1,4.95
1166.0,17.2,7.75,37.6,33.2,42.6,4.51
1049.2,27.8,6.46,49.5,59.1,46.9,5.6
870.2,25.2,5.5,29.0,58.3,65.6,6.04
1239.7,20.9,5.59,42.3,18.7,11.9,4.6
893.0,33.9,6.78,66.0,120.0,72.9,4.94
897.3,31.3,6.19,51.4,28.4,33.8,5.81
786.7,27.9,6.42,47.0,69.5,20.1,5.32
1105.9,34.8,7.79,48.2,25.3,20.9,4.32
1074.1,31.3,5.94,39.2,44.3,63.5,5.33
643.6,23.9,6.55,74.9,18.6,13.1,5.41
470.2,22.8,7.64,32.8,80.2,98.6,5.15
749.3,32.1,6.72,48.2,44.4,87.1,5.87
600.0,30.0,5.21,46.7,1.3,52.8,5.18
784.1,28.8,6.9,60.1,2.3,16.8,4.93
1109.4,23.8,5.57,61.5,51.0,29.4,4.89
685.7,31.0,7.63,44.5,16.2,81.8,5.35
789.3,24.2,5.84,49.4,70.4,51.0,5.8
814.5,27.5,8.88,49.9,42.0,77.2,5.21
1012.1,35.2,7.67,10.9,85.0,75.7,4.38
238.3,24.7,5.86,21.2,243.6,65.5,4.26
648.3,20.1,6.52,35.9,60.2,79.3,5.85
852.8,22.7,7.1,36.6,123.9,49.1,5.85
1100.0,33.0,7.13,27.0,111.9,68.8,5.46
677.0,29.3,6.85,56.2,203.9,53.6,6.09
330.9,27.4,7.5,45.0,19.3,66.1,4.09
954.9,25.5,6.4,41.8,140.5,46.1,5.61
641.2,30.4,6.21,26.2,188.7,50.7,5.86
502.6,23.8,6.22,44.3,39.9,70.7,5.53
643.9,29.5,7.19,5.6,30.1,27.6,5.2
753.9,24.3,6.79,42.6,243.0,33.5,6.25
648.8,23.5,6.73,45.9,79.0,5.8,5.97
248.6,24.8,7.14,48.6,38.3,53.5,3.82
1024.3,26.1,4.86,21.5,125.6,69.1,5.28
1118.7,27.8,6.75,48.4,29.0,16.7,5.3
962.9,29.2,6.67,29.4,15.5,45.2,5.59
515.6,12.0,7.84,32.8,62.8,69.1,5.15
749.6,24.0,5.28,55.8,66.8,38.0,6.09
798.4,26.0,7.75,75.2,139.8,7.8,5.92
949.7,35.5,6.56,45.8,48.9,40.9,5.04
967.1,22.6,6.89,32.7,134.8,36.2,5.94
616.5,28.8,7.84,47.8,29.8,19.6,5.85
820.5,35.5,6.95,59.1,68.5,66.8,5.85
914.3,21.4,6.82,54.3,18.7,29.1,5.58
1164.0,30.0,6.69,86.1,38.9,76.8,5.31
976.1,24.0,6.11,34.3,155.9,40.4,5.8
997.3,25.5,6.48,48.8,19.5,57.6,5.57
821.0,24.0,5.93,68.2,133.0,53.8,5.79
1152.6,24.3,6.46,67.3,26.6,10.3,4.54
902.4,41.6,4.63,15.7,2.8,25.0,4.17
584.7,32.2,6.84,44.9,9.3,42.8,5.13
1150.8,33.5,6.4,67.3,109.6,24.0,4.97
974.5,30.5,6.23,88.4,24.3,50.0,5.31
689.2,20.0,6.68,55.6,84.9,55.8,5.54
680.1,30.0,5.35,39.5,96.1,30.4,5.8
874.1,33.4,8.04,29.9,33.9,55.8,5.13
915.8,23.7,6.42,78.3,51.5,29.0,5.47
849.3,32.8,6.38,55.9,41.4,61.2,4.56
877.8,31.5,5.73,32.3,235.5,71.7,5.84
1225.0,37.3,6.52,42.0,30.8,32.1,3.95
1067.9,25.9,7.61,49.7,16.2,43.9,5.1
847.7,22.5,7.33,53.2,36.4,46.1,5.39
1035.3,26.2,7.18,31.5,88.6,55.5,5.32
541.9,35.2,6.94,35.8,95.6,53.4,5.06
899.5,18.9,6.21,20.2,206.2,18.8,5.7
1252.3,17.7,5.34,60.6,170.8,12.8,5.06
745.5,28.4,6.34,39.9,27.2,99.1,5.8
588.1,25.8,6.31,52.0,48.6,52.7,5.43
637.0,28.0,7.34,66.3,110.0,50.4,5.55
527.6,32.7,6.75,48.3,198.7,51.9,5.72
603.8,25.2,7.79,43.3,32.9,55.9,5.55
707.4,18.6,7.46,47.9,47.0,15.2,5.01
448.6,38.2,6.13,45.9,183.8,37.6,4.48
803.9,23.0,5.06,63.7,35.5,35.8,5.48
1025.6,22.7,7.61,49.7,52.4,11.3,5.25
573.1,33.5,7.59,36.8,187.9,67.7,5.22
1179.8,26.1,5.41,60.7,129.7,70.4,5.16
927.7,27.7,7.71,63.5,22.3,61.7,5.53
1057.6,30.4,6.81,24.9,31.4,45.6,5.26
635.5,33.4,6.63,68.0,34.8,16.5,5.15
1013.6,26.3,7.79,50.5,195.1,78.0,6.01
527.0,35.6,7.58,49.2,350.0,14.5,5.2
1022.6,17.3,7.02,60.1,119.0,32.2,5.05
843.0,31.8,6.88,36.5,53.0,84.9,5.53
938.3,23.8,6.99,59.3,0.8,42.8,5.37
506.1,34.9,6.18,39.3,95.7,22.7,4.93
576.2,28.7,6.46,22.9,39.5,65.6,5.11
949.3,24.6,5.78,30.0,80.2,95.8,5.59
562.9,31.3,6.23,53.5,74.7,48.9,5.67
915.8,32.5,6.21,30.8,52.4,87.0,5.22
458.2,31.2,5.99,69.2,231.1,55.2,5.17
1012.0,22.9,6.61,62.8,1.9,60.8,5.72
491.9,25.6,6.24,65.0,99.6,52.8,5.38
938.1,28.0,6.9,46.9,42.2,95.0,6.44
956.4,27.8,5.2,48.9,100.1,4.1,5.95
625.8,31.7,6.41,27.1,90.0,71.3,4.85
945.5,17.9,6.61,59.9,0.8,5.4,4.78
865.1,29.7,6.25,50.7,26.9,53.9,5.59
665.3,26.6,6.36,53.5,16.8,42.1,5.42
547.9,23.8,5.23,70.3,14.6,50.0,5.35
309.3,24.3,6.79,35.9,104.3,27.6,4.88
887.4,26.9,7.02,43.1,21.9,64.2,5.16
408.8,12.0,6.89,49.9,51.5,22.9,4.65
823.8,24.5,7.33,31.0,22.7,35.0,6.07
734.1,23.6,6.66,42.2,69.4,23.2,5.27
969.8,30.7,6.88,52.4,102.0,76.6,5.57
724.5,24.0,6.62,40.1,32.2,26.4,5.47
717.6,26.9,7.05,64.6,73.9,96.0,6.22
983.0,35.7,5.24,22.3,139.4,31.1,5.46
883.8,33.0,5.79,61.8,7.9,34.2,5.06
879.0,32.5,7.77,54.9,99.2,68.2,5.4
917.3,25.5,4.53,36.5,31.2,65.1,5.65
416.1,30.7,6.39,31.1,10.5,75.1,4.75
989.2,26.8,7.44,13.8,63.1,77.1,5.46
953.1,27.0,6.43,33.1,20.5,23.8,5.68
545.8,30.0,6.18,60.7,137.8,57.1,5.74
739.0,25.0,6.6,44.2,3.5,60.0,5.66
790.2,35.5,6.22,62.4,8.3,19.6,4.63
766.4,27.2,6.52,35.7,58.9,34.9,5.85
883.5,31.1,5.95,55.6,71.1,19.8,5.8
1157.8,35.3,7.39,34.2,104.7,47.5,4.99
1070.4,33.2,7.64,30.5,24.0,11.2,4.37
471.9,21.0,6.39,43.4,147.5,18.3,5.53
955.5,30.2,5.39,35.0,244.9,57.9,5.47
1132.2,32.3,6.08,21.9,55.3,27.2,4.11
896.7,32.5,6.35,42.3,114.3,15.5,5.46
1072.7,22.4,6.9,46.6,59.5,65.8,5.1
1303.1,24.7,5.69,64.0,5.8,57.3,4.38
1055.9,33.0,5.88,59.1,31.6,59.9,4.75
862.3,24.2,6.91,63.3,7.3,35.4,5.41
1061.3,26.5,7.25,55.8,350.0,45.7,5.17
836.2,35.9,6.0,50.0,20.8,22.7,4.86
806.0,27.8,5.43,26.6,80.8,71.5,5.78
712.1,24.4,9.13,47.2,26.8,72.4,5.71
1190.9,23.6,7.13,54.0,84.7,52.5,5.03
595.4,29.7,6.29,66.9,18.9,74.0,5.37
1183.1,21.3,7.2,55.3,123.1,22.0,5.3
925.0,26.8,6.4,63.6,9.4,97.6,5.74
450.2,29.7,7.19,29.5,180.4,50.5,5.36
891.9,34.5,6.63,40.1,146.8,37.3,5.69
275.0,31.3,6.57,51.4,90.9,40.4,4.3
956.4,24.4,6.41,62.4,5.6,72.9,5.27
1021.3,33.9,5.34,42.8,18.7,76.5,5.15
651.9,26.5,8.05,43.8,156.9,52.3,4.96
830.9,21.8,5.75,55.3,10.4,35.2,4.85
1288.5,27.1,5.41,28.1,13.6,29.4,4.73
673.6,35.2,6.33,69.1,62.8,67.5,5.62
535.3,28.8,5.73,31.8,25.6,67.4,5.03
1170.4,28.1,6.46,16.2,20.1,67.4,4.46
1290.6,36.2,7.05,45.2,68.6,63.2,4.39
800.9,20.8,7.3,70.5,37.3,40.9,5.7
1052.9,21.6,7.15,53.8,12.1,38.2,4.93
1135.4,19.9,6.26,56.3,61.2,78.1,5.2
614.4,29.9,6.54,45.6,39.2,59.5,4.95
678.7,28.8,6.83,42.7,106.1,67.2,5.65
1107.7,35.7,5.09,21.8,8.7,50.0,4.34
1221.3,29.2,6.96,11.1,77.5,59.5,4.74
940.7,26.0,5.33,47.9,45.9,87.7,6.32
580.0,28.0,8.13,64.7,41.7,25.4,4.8
1296.8,28.6,6.18,50.2,21.1,18.6,4.83
667.3,19.6,6.35,54.4,2.5,56.7,5.21
716.2,41.6,5.88,68.8,150.5,63.8,4.56
885.6,30.6,6.0,49.9,31.6,62.3,5.86
1188.5,29.1,8.32,43.2,91.4,58.6,4.66
1013.5,31.1,7.25,32.7,235.9,59.9,5.32
903.7,31.5,5.26,75.3,66.6,55.8,5.54
915.8,27.3,7.7,52.9,40.5,72.3,5.73
810.9,24.8,7.45,30.8,25.0,77.3,5.45
939.5,31.0,6.28,27.4,217.5,41.6,6.18
167.6,29.9,6.75,63.8,91.7,81.9,3.86
725.8,24.0,6.49,29.4,87.6,31.3,5.2
860.3,35.1,8.08,72.8,44.4,45.4,4.66
512.2,29.5,5.86,5.0,149.2,42.7,4.71
896.6,31.6,6.62,66.3,100.0,20.6,5.4
748.9,35.0,6.16,52.3,26.6,27.7,5.61
1238.9,28.1,5.35,46.8,73.2,70.5,4.32
1193.3,29.6,8.25,42.4,45.0,67.2,5.27
683.5,32.1,5.55,73.4,0.5,31.3,4.86
762.3,24.4,6.68,55.6,131.9,70.0,5.78
781.5,28.3,5.11,31.5,10.5,20.7,5.02
687.1,28.6,6.18,19.2,57.1,70.1,5.38
848.8,23.2,6.84,47.7,32.8,63.0,5.62
610.4,39.6,5.84,45.0,33.5,83.3,4.7
517.3,21.0,6.97,22.2,51.9,66.6,5.3
955.7,21.5,6.28,44.2,350.0,40.5,5.2
957.4,34.6,7.43,36.4,42.0,56.4,5.12
598.9,31.6,7.59,45.1,16.1,12.0,5.2
1023.8,22.9,6.03,55.9,76.1,46.8,5.51
642.1,31.0,6.56,67.4,21.6,39.5,5.22
863.3,35.3,6.65,58.6,8.9,71.6,5.04
1005.1,27.8,7.0,34.2,4.1,39.9,5.57
791.6,41.0,6.51,50.5,1.9,65.8,4.72
913.7,19.4,6.65,45.9,45.1,56.6,5.49
670.9,31.5,6.31,25.0,44.5,54.1,5.54
750.9,33.8,6.59,51.0,16.4,93.8,5.71
748.5,32.5,7.54,72.9,122.6,64.9,5.12
613.4,27.0,7.02,45.5,11.1,57.6,5.58
755.8,26.5,7.06,21.1,197.5,8.7,5.41
412.8,30.2,7.08,45.5,70.9,24.7,5.3
677.2,32.1,6.38,26.8,2.2,38.1,4.87
728.8,31.0,6.76,58.0,263.7,34.5,5.77
736.0,33.2,5.63,52.9,29.4,57.8,5.44
739.6,22.9,7.52,42.4,47.8,23.2,4.98
784.6,26.9,4.27,40.0,26.8,46.7,4.62
919.9,23.3,6.43,41.8,104.3,56.1,5.68
1018.6,26.1,7.41,45.1,53.2,63.0,6.01
637.6,33.1,5.41,33.4,11.4,70.2,5.09
499.2,28.5,6.82,24.2,8.8,20.0,5.06
539.5,41.0,5.96,62.1,103.4,52.1,3.56
678.2,29.0,6.2,39.2,21.6,30.1,5.68
712.0,28.3,7.26,47.5,11.9,38.9,5.6
607.5,28.5,6.66,49.3,55.4,55.2,5.76
476.0,24.8,4.87,49.8,129.9,87.2,5.37
686.0,27.7,5.72,27.4,26.1,31.3,5.0
845.4,33.6,7.28,19.9,25.9,67.3,4.97
948.8,28.6,6.86,36.2,143.6,70.1,5.52
660.6,24.0,7.9,50.9,12.8,67.1,5.59
696.8,23.4,7.85,34.1,76.7,1.3,5.36
568.3,25.7,6.23,39.7,248.1,51.1,5.99
792.1,28.4,8.5,76.9,147.3,14.5,5.54
587.9,34.0,6.52,17.3,5.1,13.0,5.27
943.3,21.3,5.73,33.7,30.8,31.0,5.42
353.5,26.4,5.99,73.4,12.3,15.0,4.41
710.1,28.7,4.69,44.3,238.5,66.3,5.74
875.3,18.8,7.79,34.4,341.2,65.7,4.93
846.0,23.8,7.78,62.5,21.4,84.2,5.47
1473.3,24.6,5.69,45.8,88.6,54.7,3.95
887.5,24.0,6.32,39.8,147.4,43.0,5.76
549.0,29.0,6.58,47.9,21.3,36.2,5.18
776.1,27.2,5.73,35.1,16.6,57.7,5.45
355.9,25.2,5.1,29.7,0.9,69.9,4.98
779.9,30.1,6.33,43.3,42.5,62.1,5.72
591.7,36.6,6.24,29.8,183.8,69.9,5.17
1028.8,36.2,6.19,45.2,186.6,15.1,5.84
662.6,18.4,6.68,50.3,10.9,67.3,4.99
770.8,30.9,7.64,57.8,18.3,48.0,5.17
641.1,27.1,6.26,61.9,41.9,43.2,5.21
1234.7,28.8,6.64,38.9,121.4,63.5,4.78
719.7,26.0,7.08,52.5,75.7,87.0,6.24
1258.1,28.6,6.94,52.4,57.7,68.0,4.51
1003.5,28.8,6.01,49.9,71.7,83.4,5.65
920.5,25.1,6.58,37.8,8.1,65.4,5.68
892.2,23.5,6.94,29.6,52.0,85.6,5.93
898.4,25.8,5.6,52.5,350.0,74.2,5.8
318.1,29.2,7.51,19.4,7.4,52.8,4.4
730.3,31.0,7.65,41.0,58.6,64.9,5.4
1011.3,32.3,5.92,6.7,28.0,45.1,4.88
787.8,25.5,6.65,25.0,62.1,13.6,5.23
448.7,29.4,7.01,31.8,68.2,63.0,4.73
786.9,32.8,6.06,61.5,68.9,15.1,5.51
1226.0,33.8,6.89,55.3,153.0,48.4,5.5
1111.7,27.7,6.63,36.7,39.5,44.8,5.1
784.5,26.9,5.33,55.9,58.1,74.1,5.7
1037.9,29.0,6.87,58.3,0.9,27.1,5.33
708.4,22.3,5.62,42.6,124.7,36.7,6.05
374.0,27.0,7.25,24.2,24.0,41.9,4.97
568.9,31.7,5.96,41.9,135.7,54.6,5.64
1190.7,31.2,6.37,43.5,24.7,41.1,4.73
731.5,26.6,7.6,26.5,0.9,18.1,5.44
739.2,29.1,6.9,50.5,13.5,84.8,5.74
725.0,23.9,5.64,49.2,339.7,61.1,5.96
1276.0,31.5,5.69,51.7,30.8,52.7,4.73
1206.5,27.6,6.02,49.2,9.2,36.7,4.89
1354.7,26.6,6.82,55.9,10.1,48.1,3.97
760.2,26.2,6.79,42.3,29.7,49.0,5.33
873.9,27.7,5.83,48.0,3.1,30.8,4.94
420.8,25.8,5.57,39.0,57.3,51.6,4.75
1169.2,31.3,6.73,36.2,19.2,69.5,4.9
508.1,26.0,6.35,65.1,58.6,93.5,5.78
854.2,36.0,8.23,14.3,12.1,81.7,4.72
525.7,35.3,6.53,58.2,44.9,19.6,4.95
652.8,23.5,7.95,35.7,72.9,19.6,5.6
590.7,28.3,5.56,33.7,5.1,61.5,4.89
648.0,24.7,5.24,48.9,40.7,89.0,5.48
665.2,26.4,5.6,22.7,28.8,28.6,4.98
662.9,38.0,7.45,32.8,22.0,46.1,4.65
1008.3,26.5,7.9,32.3,74.2,45.3,5.47
523.8,29.8,5.87,41.7,71.0,9.2,5.23
855.1,30.7,6.13,32.9,79.7,75.6,5.45
1104.5,23.0,5.56,69.0,13.8,81.1,5.31
671.7,23.7,5.05,72.0,26.9,25.0,5.35
620.5,22.0,7.07,14.7,18.8,36.7,5.29
742.4,23.6,6.68,53.2,62.2,61.4,5.84
1094.9,13.7,6.51,57.9,49.5,89.3,4.73
848.5,30.7,5.38,53.1,32.1,60.7,5.12
667.2,38.3,7.81,35.1,123.3,16.8,4.97
921.0,28.7,6.1,41.3,7.9,73.1,5.64
524.4,20.9,6.93,33.8,294.8,20.2,5.49
970.3,24.8,5.34,38.7,9.9,31.6,5.92
902.2,25.7,6.35,26.9,118.6,68.6,5.67
723.0,22.9,6.73,43.3,36.7,14.4,5.64
590.4,32.3,6.76,22.5,160.4,64.8,5.47
578.3,32.1,6.62,42.0,6.2,34.7,5.09
933.7,22.2,6.9,26.3,37.6,43.0,5.14
1107.2,31.6,5.6,48.1,32.7,43.1,4.93
640.7,35.6,6.66,34.8,350.0,37.5,5.68
914.6,37.5,6.59,49.4,339.0,22.3,5.44
278.2,42.3,6.69,61.2,16.8,59.4,3.46
653.8,23.5,6.56,68.8,79.5,53.0,5.48
792.2,42.1,5.48,7.1,61.3,73.2,4.54
572.6,26.2,5.45,32.5,13.4,17.4,4.81
565.9,25.0,4.73,40.5,14.7,86.2,5.17
633.1,29.6,7.15,51.9,350.0,80.5,5.58
873.0,25.1,7.16,20.2,48.2,17.0,5.96
753.2,30.0,7.17,30.3,10.8,40.2,5.41
240.4,21.4,6.75,47.0,19.3,37.7,4.42
269.8,26.8,4.79,46.3,25.0,13.4,4.17
648.3,34.4,5.68,50.7,57.2,51.9,5.42
914.4,27.7,6.64,51.7,32.7,53.4,5.3
113.1,28.7,6.61,50.1,48.6,17.1,3.45
675.1,30.4,6.32,47.9,14.6,46.0,5.09
668.4,33.9,6.8,45.8,31.6,96.0,5.28
1147.1,19.7,6.51,55.0,5.8,26.0,4.86
703.7,30.9,6.6,11.4,176.4,61.4,5.27
895.7,26.7,5.99,68.2,17.7,65.8,5.16
835.3,28.8,7.29,11.9,113.1,63.9,5.19
267.4,33.3,6.16,28.8,34.4,4.2,4.1
992.1,22.0,5.44,41.6,51.5,78.5,5.44
853.8,22.9,5.88,55.1,27.5,59.0,5.24
927.1,18.3,6.22,5.0,95.4,7.6,5.08
1781.6,25.3,7.3,44.6,148.9,13.1,1.65
279.0,34.7,6.47,56.9,27.0,50.4,4.02
1231.2,27.4,6.35,59.9,22.2,64.0,4.38
728.1,21.3,5.5,34.5,91.5,57.0,5.61
871.8,25.6,7.13,40.5,17.4,77.1,5.39
788.6,20.6,5.98,35.8,81.7,11.3,5.64
693.9,22.4,6.42,39.1,7.9,58.3,5.39
657.5,29.9,7.68,29.5,77.4,49.6,5.5
882.4,22.1,6.91,31.7,57.6,40.8,5.07
420.7,33.6,5.2,51.5,9.7,71.3,4.6
987.6,27.6,5.08,47.0,83.8,55.9,5.42
696.0,28.4,6.45,52.4,47.3,61.2,5.39
517.5,26.6,5.53,48.2,19.6,52.4,5.21
687.5,31.9,7.02,55.6,34.9,65.9,5.36
1114.3,31.9,6.53,58.2,54.2,22.6,4.99
666.2,29.7,6.63,18.9,7.7,76.3,5.01
889.6,30.8,5.93,32.2,252.9,84.8,5.89
617.3,26.9,7.89,41.5,87.6,9.5,4.82
989.5,30.7,8.77,44.7,8.7,45.6,4.81
971.4,26.3,6.28,34.9,138.5,53.8,5.72
1262.2,28.0,6.78,58.7,31.2,33.7,5.1
756.1,26.6,6.58,74.7,72.7,58.4,5.6
967.2,25.7,6.29,47.8,26.0,50.6,5.99
824.5,24.6,5.83,46.3,105.8,90.2,6.27
1124.0,30.3,5.63,57.7,102.7,27.0,5.09
620.3,34.6,5.59,17.0,64.2,49.8,5.0
986.3,33.9,6.82,45.4,22.1,51.5,4.82
751.3,21.7,6.08,59.7,23.4,96.4,5.51
784.0,34.4,4.44,35.4,38.6,60.0,5.07
822.9,26.4,6.86,26.6,12.5,8.3,5.24
863.1,31.0,6.47,42.2,33.0,43.4,5.74
770.9,23.5,7.58,44.1,92.3,33.9,5.87
853.7,28.7,6.8,31.4,142.2,79.8,5.94
1194.5,29.6,5.32,76.4,32.3,35.3,4.81
1046.4,20.6,4.72,37.8,21.3,78.5,5.22
1017.3,31.0,5.92,27.7,143.0,54.6,5.47
686.1,34.7,6.0,43.6,177.1,73.0,5.34
577.7,27.1,7.25,58.6,42.2,48.4,5.96
1038.8,34.8,6.49,45.3,2.2,44.1,5.08
1019.0,27.1,7.41,52.3,95.0,74.8,5.73
1168.2,32.2,5.44,31.9,122.6,40.7,4.67
649.0,16.9,7.27,67.3,1.5,62.1,5.85
742.6,40.1,7.08,53.4,72.3,36.9,4.6
390.1,35.5,4.89,60.7,71.0,41.5,4.38
701.9,26.6,7.56,50.5,38.1,20.7,5.5
1049.1,18.1,6.57,57.4,110.8,17.1,4.9
683.4,29.4,6.81,31.9,44.7,5.7,5.52
960.1,20.8,5.81,37.6,90.4,46.6,5.69
752.4,30.2,7.52,65.2,58.2,44.5,5.19
881.0,30.1,5.55,68.4,22.9,23.1,5.53
513.1,23.3,7.17,27.8,74.6,80.8,5.11
821.3,33.6,7.16,48.7,106.8,12.6,5.34
100.0,32.0,5.72,38.5,291.7,43.9,3.3
753.3,32.9,8.09,34.5,38.3,65.8,5.45
392.4,28.0,6.69,49.3,5.3,63.9,4.98
1101.5,20.9,7.02,62.1,350.0,28.8,5.11
994.4,32.9,5.28,51.8,78.2,14.9,5.0
916.7,26.6,8.19,40.2,234.2,89.9,5.64
1180.3,21.1,5.52,52.7,8.8,27.1,4.93
562.8,34.8,7.32,39.6,33.5,11.1,4.66
1236.8,38.5,5.7,51.2,11.5,84.8,4.04
1033.0,27.8,6.0,65.9,144.4,87.9,5.64
740.9,38.8,7.13,13.8,169.8,81.6,4.91
1083.9,28.5,7.32,57.0,55.7,36.9,5.77
523.4,26.1,5.48,21.9,16.5,73.1,4.92
593.9,24.8,7.37,63.4,10.9,93.3,5.38
647.9,36.2,7.34,35.4,71.0,67.8,5.27
667.8,24.1,5.75,26.7,56.5,59.3,5.44
535.9,31.7,7.78,55.4,94.9,59.5,5.09
1105.8,25.2,5.33,50.5,29.1,85.8,5.36
735.3,25.7,6.0,30.0,41.2,48.9,5.84
888.1,33.2,6.88,26.2,1.7,67.0,5.59
657.4,26.1,5.82,42.2,75.4,72.4,5.68
344.8,26.0,6.71,26.9,44.0,68.9,4.52
867.5,33.7,6.69,29.1,201.8,12.1,5.23
321.9,36.0,6.35,46.7,82.1,86.4,4.85
782.8,31.2,7.17,30.5,40.7,66.6,5.61
457.9,24.7,6.32,51.4,24.5,46.7,4.87
1296.8,25.4,6.69,67.4,188.6,28.8,4.54
1027.8,28.4,7.42,42.8,1.3,72.3,4.94
826.4,29.6,7.13,47.0,31.7,57.8,5.57
1115.9,23.1,7.13,75.3,229.9,45.4,5.52
588.4,31.6,5.58,27.2,84.9,38.4,5.73
935.9,28.4,6.92,62.9,60.9,79.6,6.02
850.0,19.4,5.8,61.1,18.2,74.2,5.52
866.0,23.4,5.47,57.8,143.4,57.4,5.63
1118.1,25.5,6.44,64.4,18.3,48.3,5.27
983.1,27.6,5.78,49.2,22.8,64.6,4.95
872.2,37.4,7.13,36.3,17.0,23.1,4.6
386.3,29.2,7.15,61.4,13.8,64.1,4.95
560.0,23.8,4.98,62.0,245.1,53.8,5.82
769.3,29.1,5.84,61.6,73.7,55.3,6.09
823.3,26.2,5.33,45.7,81.3,69.3,5.74
517.4,29.6,6.13,34.3,246.9,53.8,5.91
